disease_j,disease_k,disease_l,evidence_tier,n_valid,n_joint_events,triplet_prevalence,O,E,OE_ratio,OE_ci_lo,OE_ci_hi,OE_ci_method,OE_excludes_1,auc_joint,auc_ci_lo,auc_ci_hi,auc_age_only,auc_gain_over_age,beats_age_baseline,brier_joint
Diabetes Mellitus,Stroke Cerebrovascular,Osteoporosis,suppressed,8944,,,,0.34,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Hypothyroidism,suppressed,8853,,,,0.34,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Sleep Apnea,suppressed,8987,,,,0.79,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Cancer Lung,suppressed,9060,,,,0.51,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Cancer Colorectal,suppressed,8950,,,,0.54,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Cancer Prostate,suppressed,8778,,,,1.28,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Cancer Other,suppressed,8511,,,,1.66,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Anxiety,suppressed,8989,,,,0.78,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Peripheral Vascular Disease,suppressed,9262,,,,1.52,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,COPD,suppressed,7214,,,,1.85,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Chronic Kidney Disease,suppressed,8637,,,,1.89,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Chronic Liver Disease,suppressed,8945,,,,0.74,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Depression,suppressed,8865,,,,1.02,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Substance Use Disorder,suppressed,9254,,,,1.04,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Osteoarthritis,suppressed,8210,,,,4.35,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Rheumatoid Arthritis,suppressed,9239,,,,0.37,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Osteoporosis,suppressed,9249,,,,0.5,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Hypothyroidism,suppressed,9154,,,,0.49,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Sleep Apnea,suppressed,9289,,,,1.48,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Cancer Lung,suppressed,9367,,,,0.73,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Cancer Colorectal,suppressed,9257,,,,0.73,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Cancer Prostate,suppressed,9077,,,,1.65,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Cancer Other,suppressed,8794,,,,2.33,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Anxiety,suppressed,9286,,,,1.14,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Peripheral Vascular Disease,suppressed,9052,,,,2.13,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,COPD,suppressed,7059,,,,2.65,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Chronic Liver Disease,suppressed,8767,,,,1.03,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Depression,suppressed,8665,,,,1.49,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Substance Use Disorder,suppressed,9049,,,,1.71,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Rheumatoid Arthritis,suppressed,9031,,,,0.57,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Osteoporosis,suppressed,9044,,,,0.73,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Hypothyroidism,suppressed,8954,,,,0.78,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Sleep Apnea,suppressed,9081,,,,2.0,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Cancer Lung,suppressed,9157,,,,1.09,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Cancer Colorectal,suppressed,9051,,,,1.23,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Cancer Prostate,suppressed,8879,,,,2.85,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Cancer Other,suppressed,8604,,,,3.77,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Anxiety,suppressed,9077,,,,1.66,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,COPD,suppressed,7218,,,,0.93,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Chronic Kidney Disease,suppressed,8626,,,,0.89,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Chronic Liver Disease,suppressed,8940,,,,0.35,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Depression,suppressed,8865,,,,0.53,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Substance Use Disorder,suppressed,9244,,,,0.55,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Osteoarthritis,suppressed,8206,,,,2.12,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Rheumatoid Arthritis,suppressed,9238,,,,0.19,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Osteoporosis,suppressed,9246,,,,0.27,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Hypothyroidism,suppressed,9151,,,,0.24,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Sleep Apnea,suppressed,9288,,,,0.65,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Cancer Lung,suppressed,9363,,,,0.4,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Cancer Colorectal,suppressed,9253,,,,0.36,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Cancer Prostate,suppressed,9071,,,,0.82,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Cancer Other,suppressed,8795,,,,1.13,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Anxiety,suppressed,9283,,,,0.58,,,,,,,,,,,,
Diabetes Mellitus,COPD,Chronic Kidney Disease,suppressed,6783,,,,1.09,,,,,,,,,,,,
Diabetes Mellitus,COPD,Chronic Liver Disease,suppressed,6974,,,,0.45,,,,,,,,,,,,
Diabetes Mellitus,COPD,Depression,suppressed,6927,,,,0.66,,,,,,,,,,,,
Diabetes Mellitus,COPD,Substance Use Disorder,suppressed,7228,,,,0.68,,,,,,,,,,,,
Diabetes Mellitus,COPD,Osteoarthritis,suppressed,6382,,,,2.74,,,,,,,,,,,,
Diabetes Mellitus,COPD,Rheumatoid Arthritis,suppressed,7200,,,,0.23,,,,,,,,,,,,
Diabetes Mellitus,COPD,Osteoporosis,suppressed,7212,,,,0.32,,,,,,,,,,,,
Diabetes Mellitus,COPD,Hypothyroidism,suppressed,7117,,,,0.31,,,,,,,,,,,,
Diabetes Mellitus,COPD,Sleep Apnea,suppressed,7225,,,,0.87,,,,,,,,,,,,
Diabetes Mellitus,COPD,Cancer Lung,suppressed,7295,,,,0.48,,,,,,,,,,,,
Diabetes Mellitus,COPD,Cancer Colorectal,suppressed,7212,,,,0.44,,,,,,,,,,,,
Diabetes Mellitus,COPD,Cancer Prostate,suppressed,7068,,,,1.02,,,,,,,,,,,,
Diabetes Mellitus,COPD,Cancer Other,suppressed,6860,,,,1.42,,,,,,,,,,,,
Diabetes Mellitus,COPD,Anxiety,suppressed,7232,,,,0.73,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Chronic Liver Disease,suppressed,8347,,,,0.43,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Depression,suppressed,8254,,,,0.6,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Substance Use Disorder,suppressed,8610,,,,0.62,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Osteoarthritis,suppressed,7677,,,,2.77,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Rheumatoid Arthritis,suppressed,8610,,,,0.23,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Osteoporosis,suppressed,8616,,,,0.31,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Hypothyroidism,suppressed,8528,,,,0.31,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Sleep Apnea,suppressed,8642,,,,0.83,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Cancer Lung,suppressed,8715,,,,0.45,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Cancer Colorectal,suppressed,8620,,,,0.47,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Cancer Prostate,suppressed,8457,,,,1.1,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Cancer Other,suppressed,8216,,,,1.48,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Anxiety,suppressed,8640,,,,0.7,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Depression,suppressed,8569,,,,0.24,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Substance Use Disorder,suppressed,8952,,,,0.29,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Osteoarthritis,suppressed,7928,,,,1.06,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Rheumatoid Arthritis,suppressed,8922,,,,0.09,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Osteoporosis,suppressed,8933,,,,0.12,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Hypothyroidism,suppressed,8848,,,,0.12,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Sleep Apnea,suppressed,8974,,,,0.4,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Cancer Lung,suppressed,9049,,,,0.17,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Cancer Colorectal,suppressed,8945,,,,0.17,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Cancer Prostate,suppressed,8766,,,,0.38,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Cancer Other,suppressed,8501,,,,0.55,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Anxiety,suppressed,8970,,,,0.28,,,,,,,,,,,,
Diabetes Mellitus,Depression,Substance Use Disorder,suppressed,8865,,,,0.42,,,,,,,,,,,,
Diabetes Mellitus,Depression,Osteoarthritis,suppressed,7868,,,,1.56,,,,,,,,,,,,
Diabetes Mellitus,Depression,Rheumatoid Arthritis,suppressed,8854,,,,0.13,,,,,,,,,,,,
Diabetes Mellitus,Depression,Osteoporosis,suppressed,8859,,,,0.19,,,,,,,,,,,,
Diabetes Mellitus,Depression,Hypothyroidism,suppressed,8773,,,,0.18,,,,,,,,,,,,
Diabetes Mellitus,Depression,Sleep Apnea,suppressed,8902,,,,0.44,,,,,,,,,,,,
Diabetes Mellitus,Depression,Cancer Lung,suppressed,8970,,,,0.28,,,,,,,,,,,,
Diabetes Mellitus,Depression,Cancer Colorectal,suppressed,8862,,,,0.25,,,,,,,,,,,,
Diabetes Mellitus,Depression,Cancer Prostate,suppressed,8696,,,,0.61,,,,,,,,,,,,
Diabetes Mellitus,Depression,Cancer Other,suppressed,8419,,,,0.81,,,,,,,,,,,,
Diabetes Mellitus,Depression,Anxiety,suppressed,8937,,,,0.48,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Osteoarthritis,suppressed,8194,,,,1.67,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Rheumatoid Arthritis,suppressed,9225,,,,0.14,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Osteoporosis,suppressed,9237,,,,0.2,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Hypothyroidism,suppressed,9140,,,,0.16,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Sleep Apnea,suppressed,9276,,,,0.44,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Cancer Lung,suppressed,9357,,,,0.32,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Cancer Colorectal,suppressed,9245,,,,0.31,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Cancer Prostate,suppressed,9062,,,,0.63,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Anxiety,suppressed,9276,,,,0.44,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Rheumatoid Arthritis,suppressed,8200,,,,0.61,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Osteoporosis,suppressed,8203,,,,0.75,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Hypothyroidism,suppressed,8108,,,,0.84,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Sleep Apnea,suppressed,8236,,,,1.99,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Cancer Lung,suppressed,8298,,,,1.13,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Cancer Colorectal,suppressed,8200,,,,1.31,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Cancer Prostate,suppressed,8052,,,,3.19,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Cancer Other,suppressed,7793,,,,4.03,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Anxiety,suppressed,8230,,,,1.8,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Osteoporosis,suppressed,9235,,,,0.07,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Hypothyroidism,suppressed,9139,,,,0.07,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Sleep Apnea,suppressed,9267,,,,0.16,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Cancer Lung,suppressed,9345,,,,0.1,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Cancer Colorectal,suppressed,9237,,,,0.1,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Cancer Prostate,suppressed,9057,,,,0.25,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Cancer Other,suppressed,8776,,,,0.32,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Anxiety,suppressed,9264,,,,0.16,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Hypothyroidism,suppressed,9145,,,,0.08,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Sleep Apnea,suppressed,9283,,,,0.21,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Cancer Lung,suppressed,9357,,,,0.14,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Cancer Colorectal,suppressed,9248,,,,0.13,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Cancer Prostate,suppressed,9076,,,,0.31,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Cancer Other,suppressed,8792,,,,0.4,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Anxiety,suppressed,9276,,,,0.21,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Sleep Apnea,suppressed,9185,,,,0.22,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Cancer Lung,suppressed,9262,,,,0.13,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Cancer Colorectal,suppressed,9150,,,,0.14,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Cancer Prostate,suppressed,8979,,,,0.34,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Cancer Other,suppressed,8699,,,,0.44,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Anxiety,suppressed,9182,,,,0.2,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Cancer Lung,suppressed,9399,,,,0.28,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Cancer Colorectal,suppressed,9286,,,,0.31,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Cancer Prostate,suppressed,9106,,,,0.69,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Cancer Other,suppressed,8827,,,,1.02,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Anxiety,suppressed,9322,,,,0.52,,,,,,,,,,,,
Diabetes Mellitus,Cancer Lung,Cancer Colorectal,suppressed,9367,,,,0.2,,,,,,,,,,,,
Diabetes Mellitus,Cancer Lung,Cancer Prostate,suppressed,9186,,,,0.45,,,,,,,,,,,,
Diabetes Mellitus,Cancer Lung,Cancer Other,suppressed,8902,,,,0.6,,,,,,,,,,,,
Diabetes Mellitus,Cancer Lung,Anxiety,suppressed,9396,,,,0.3,,,,,,,,,,,,
Diabetes Mellitus,Cancer Colorectal,Cancer Prostate,suppressed,9075,,,,0.55,,,,,,,,,,,,
Diabetes Mellitus,Cancer Colorectal,Cancer Other,suppressed,8817,,,,0.69,,,,,,,,,,,,
Diabetes Mellitus,Cancer Colorectal,Anxiety,suppressed,9284,,,,0.29,,,,,,,,,,,,
Diabetes Mellitus,Cancer Prostate,Cancer Other,suppressed,8629,,,,1.66,,,,,,,,,,,,
Diabetes Mellitus,Cancer Prostate,Anxiety,suppressed,9107,,,,0.72,,,,,,,,,,,,
Diabetes Mellitus,Cancer Other,Anxiety,suppressed,8824,,,,0.93,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,COPD,suppressed,4922,,,,3.34,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Chronic Liver Disease,suppressed,6038,,,,1.17,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Depression,suppressed,6024,,,,2.05,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Substance Use Disorder,suppressed,6257,,,,2.27,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Rheumatoid Arthritis,suppressed,6258,,,,0.83,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Osteoporosis,suppressed,6265,,,,1.07,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Hypothyroidism,suppressed,6211,,,,1.15,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Sleep Apnea,suppressed,6296,,,,2.02,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Cancer Lung,suppressed,6333,,,,1.63,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Cancer Colorectal,suppressed,6254,,,,1.87,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Cancer Prostate,suppressed,6143,,,,4.84,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Cancer Other,suppressed,5941,,,,5.59,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Heart Failure,suppressed,6395,,,,2.32,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Peripheral Vascular Disease,suppressed,6395,,,,1.3,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,COPD,suppressed,4985,,,,1.48,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Chronic Kidney Disease,suppressed,5993,,,,1.54,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Chronic Liver Disease,suppressed,6110,,,,0.49,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Depression,suppressed,6094,,,,0.91,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Substance Use Disorder,suppressed,6335,,,,1.11,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Osteoarthritis,suppressed,5651,,,,4.39,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Rheumatoid Arthritis,suppressed,6332,,,,0.36,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Osteoporosis,suppressed,6337,,,,0.49,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Hypothyroidism,suppressed,6288,,,,0.48,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Sleep Apnea,suppressed,6372,,,,0.8,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Cancer Lung,suppressed,6411,,,,0.75,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Cancer Colorectal,suppressed,6328,,,,0.8,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Cancer Prostate,suppressed,6221,,,,2.03,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Cancer Other,suppressed,6012,,,,2.38,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Anxiety,suppressed,6367,,,,1.04,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Peripheral Vascular Disease,suppressed,6497,,,,1.62,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,COPD,suppressed,5060,,,,1.9,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Chronic Kidney Disease,suppressed,6082,,,,1.91,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Chronic Liver Disease,suppressed,6207,,,,0.68,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Depression,suppressed,6181,,,,1.1,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Substance Use Disorder,suppressed,6435,,,,1.21,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Osteoarthritis,suppressed,5740,,,,4.96,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Rheumatoid Arthritis,suppressed,6435,,,,0.41,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Osteoporosis,suppressed,6440,,,,0.57,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Hypothyroidism,suppressed,6388,,,,0.55,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Sleep Apnea,suppressed,6474,,,,1.26,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Cancer Lung,suppressed,6511,,,,0.86,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Cancer Colorectal,suppressed,6430,,,,0.87,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Cancer Prostate,suppressed,6318,,,,2.1,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Cancer Other,suppressed,6106,,,,2.66,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Anxiety,suppressed,6467,,,,1.25,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,COPD,suppressed,4964,,,,3.05,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Chronic Kidney Disease,suppressed,5980,,,,3.27,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Chronic Liver Disease,suppressed,6096,,,,1.09,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Depression,suppressed,6064,,,,1.84,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Substance Use Disorder,suppressed,6316,,,,2.3,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Rheumatoid Arthritis,suppressed,6313,,,,0.75,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Osteoporosis,suppressed,6320,,,,0.96,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Hypothyroidism,suppressed,6271,,,,1.02,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Sleep Apnea,suppressed,6351,,,,1.93,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Cancer Lung,suppressed,6389,,,,1.48,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Cancer Colorectal,suppressed,6312,,,,1.73,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Cancer Prostate,suppressed,6203,,,,4.29,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Cancer Other,suppressed,5997,,,,5.12,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Anxiety,suppressed,6344,,,,2.11,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,COPD,suppressed,5054,,,,1.04,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Chronic Kidney Disease,suppressed,6073,,,,0.99,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Chronic Liver Disease,suppressed,6205,,,,0.35,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Depression,suppressed,6185,,,,0.63,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Substance Use Disorder,suppressed,6434,,,,0.76,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Osteoarthritis,suppressed,5738,,,,2.61,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Rheumatoid Arthritis,suppressed,6437,,,,0.23,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Osteoporosis,suppressed,6442,,,,0.35,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Hypothyroidism,suppressed,6389,,,,0.29,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Sleep Apnea,suppressed,6474,,,,0.58,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Cancer Lung,suppressed,6514,,,,0.55,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Cancer Colorectal,suppressed,6432,,,,0.47,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Cancer Prostate,suppressed,6320,,,,1.14,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Cancer Other,suppressed,6111,,,,1.41,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Anxiety,suppressed,6470,,,,0.71,,,,,,,,,,,,
Hyperlipidemia,COPD,Chronic Kidney Disease,suppressed,4780,,,,1.18,,,,,,,,,,,,
Hyperlipidemia,COPD,Chronic Liver Disease,suppressed,4842,,,,0.43,,,,,,,,,,,,
Hyperlipidemia,COPD,Depression,suppressed,4829,,,,0.76,,,,,,,,,,,,
Hyperlipidemia,COPD,Substance Use Disorder,suppressed,5021,,,,0.87,,,,,,,,,,,,
Hyperlipidemia,COPD,Osteoarthritis,suppressed,4466,,,,3.16,,,,,,,,,,,,
Hyperlipidemia,COPD,Rheumatoid Arthritis,suppressed,5010,,,,0.26,,,,,,,,,,,,
Hyperlipidemia,COPD,Osteoporosis,suppressed,5014,,,,0.39,,,,,,,,,,,,
Hyperlipidemia,COPD,Hypothyroidism,suppressed,4967,,,,0.35,,,,,,,,,,,,
Hyperlipidemia,COPD,Sleep Apnea,suppressed,5032,,,,0.73,,,,,,,,,,,,
Hyperlipidemia,COPD,Cancer Lung,suppressed,5069,,,,0.59,,,,,,,,,,,,
Hyperlipidemia,COPD,Cancer Colorectal,suppressed,5009,,,,0.54,,,,,,,,,,,,
Hyperlipidemia,COPD,Cancer Prostate,suppressed,4919,,,,1.33,,,,,,,,,,,,
Hyperlipidemia,COPD,Cancer Other,suppressed,4769,,,,1.67,,,,,,,,,,,,
Hyperlipidemia,COPD,Anxiety,suppressed,5035,,,,0.83,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Chronic Liver Disease,suppressed,5818,,,,0.42,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Depression,suppressed,5786,,,,0.68,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Substance Use Disorder,suppressed,6017,,,,0.74,,,,,,,,,,,,
