disease_j,disease_k,disease_l,evidence_tier,n_valid,n_joint_events,triplet_prevalence,O,E,OE_ratio,OE_ci_lo,OE_ci_hi,OE_ci_method,OE_excludes_1,auc_joint,auc_ci_lo,auc_ci_hi,auc_age_only,auc_gain_over_age,beats_age_baseline,brier_joint
Hyperlipidemia,Chronic Kidney Disease,Osteoarthritis,suppressed,5385,,,,3.42,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Rheumatoid Arthritis,suppressed,6018,,,,0.27,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Osteoporosis,suppressed,6026,,,,0.36,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Hypothyroidism,suppressed,5978,,,,0.37,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Sleep Apnea,suppressed,6051,,,,0.73,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Cancer Lung,suppressed,6089,,,,0.55,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Cancer Colorectal,suppressed,6016,,,,0.6,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Cancer Prostate,suppressed,5909,,,,1.52,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Cancer Other,suppressed,5727,,,,1.83,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Anxiety,suppressed,6045,,,,0.8,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Depression,suppressed,5911,,,,0.25,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Substance Use Disorder,suppressed,6163,,,,0.34,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Osteoarthritis,suppressed,5484,,,,1.13,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Rheumatoid Arthritis,suppressed,6145,,,,0.09,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Osteoporosis,suppressed,6153,,,,0.12,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Hypothyroidism,suppressed,6101,,,,0.12,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Sleep Apnea,suppressed,6185,,,,0.32,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Cancer Lung,suppressed,6220,,,,0.19,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Cancer Colorectal,suppressed,6148,,,,0.19,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Cancer Prostate,suppressed,6037,,,,0.46,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Cancer Other,suppressed,5838,,,,0.59,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Anxiety,suppressed,6178,,,,0.28,,,,,,,,,,,,
Hyperlipidemia,Depression,Substance Use Disorder,suppressed,6129,,,,0.54,,,,,,,,,,,,
Hyperlipidemia,Depression,Osteoarthritis,suppressed,5466,,,,1.96,,,,,,,,,,,,
Hyperlipidemia,Depression,Rheumatoid Arthritis,suppressed,6133,,,,0.17,,,,,,,,,,,,
Hyperlipidemia,Depression,Osteoporosis,suppressed,6132,,,,0.24,,,,,,,,,,,,
Hyperlipidemia,Depression,Hypothyroidism,suppressed,6086,,,,0.22,,,,,,,,,,,,
Hyperlipidemia,Depression,Sleep Apnea,suppressed,6166,,,,0.4,,,,,,,,,,,,
Hyperlipidemia,Depression,Cancer Lung,suppressed,6200,,,,0.36,,,,,,,,,,,,
Hyperlipidemia,Depression,Cancer Colorectal,suppressed,6120,,,,0.34,,,,,,,,,,,,
Hyperlipidemia,Depression,Cancer Prostate,suppressed,6018,,,,0.86,,,,,,,,,,,,
Hyperlipidemia,Depression,Cancer Other,suppressed,5810,,,,1.03,,,,,,,,,,,,
Hyperlipidemia,Depression,Anxiety,suppressed,6184,,,,0.58,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Osteoarthritis,suppressed,5684,,,,2.32,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Rheumatoid Arthritis,suppressed,6373,,,,0.19,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Osteoporosis,suppressed,6378,,,,0.28,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Hypothyroidism,suppressed,6325,,,,0.23,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Sleep Apnea,suppressed,6409,,,,0.41,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Cancer Lung,suppressed,6451,,,,0.5,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Cancer Colorectal,suppressed,6369,,,,0.45,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Cancer Prostate,suppressed,6256,,,,0.98,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Cancer Other,suppressed,6051,,,,1.23,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Anxiety,suppressed,6406,,,,0.58,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Rheumatoid Arthritis,suppressed,5690,,,,0.82,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Osteoporosis,suppressed,5694,,,,0.99,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Hypothyroidism,suppressed,5646,,,,1.13,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Sleep Apnea,suppressed,5722,,,,1.98,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Cancer Lung,suppressed,5754,,,,1.53,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Cancer Colorectal,suppressed,5682,,,,1.88,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Cancer Prostate,suppressed,5595,,,,4.89,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Cancer Other,suppressed,5395,,,,5.57,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Anxiety,suppressed,5716,,,,2.32,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Osteoporosis,suppressed,6381,,,,0.09,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Hypothyroidism,suppressed,6336,,,,0.09,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Sleep Apnea,suppressed,6413,,,,0.16,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Cancer Lung,suppressed,6452,,,,0.13,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Cancer Colorectal,suppressed,6373,,,,0.14,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Cancer Prostate,suppressed,6262,,,,0.38,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Cancer Other,suppressed,6051,,,,0.43,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Anxiety,suppressed,6408,,,,0.2,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Hypothyroidism,suppressed,6333,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Sleep Apnea,suppressed,6422,,,,0.19,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Cancer Lung,suppressed,6458,,,,0.21,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Cancer Colorectal,suppressed,6376,,,,0.18,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Cancer Prostate,suppressed,6269,,,,0.47,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Cancer Other,suppressed,6061,,,,0.54,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Anxiety,suppressed,6412,,,,0.27,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Sleep Apnea,suppressed,6367,,,,0.21,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Cancer Lung,suppressed,6406,,,,0.17,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Cancer Colorectal,suppressed,6324,,,,0.2,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Cancer Prostate,suppressed,6216,,,,0.53,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Cancer Other,suppressed,6009,,,,0.6,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Anxiety,suppressed,6362,,,,0.26,,,,,,,,,,,,
Hyperlipidemia,Sleep Apnea,Cancer Lung,suppressed,6490,,,,0.27,,,,,,,,,,,,
Hyperlipidemia,Sleep Apnea,Cancer Colorectal,suppressed,6408,,,,0.32,,,,,,,,,,,,
Hyperlipidemia,Sleep Apnea,Cancer Prostate,suppressed,6298,,,,0.74,,,,,,,,,,,,
Hyperlipidemia,Sleep Apnea,Cancer Other,suppressed,6087,,,,1.0,,,,,,,,,,,,
Hyperlipidemia,Sleep Apnea,Anxiety,suppressed,6447,,,,0.48,,,,,,,,,,,,
Hyperlipidemia,Cancer Lung,Cancer Colorectal,suppressed,6450,,,,0.28,,,,,,,,,,,,
Hyperlipidemia,Cancer Lung,Cancer Prostate,suppressed,6338,,,,0.69,,,,,,,,,,,,
Hyperlipidemia,Cancer Lung,Cancer Other,suppressed,6128,,,,0.84,,,,,,,,,,,,
Hyperlipidemia,Cancer Lung,Anxiety,suppressed,6486,,,,0.4,,,,,,,,,,,,
Hyperlipidemia,Cancer Colorectal,Cancer Prostate,suppressed,6256,,,,0.89,,,,,,,,,,,,
Hyperlipidemia,Cancer Colorectal,Cancer Other,suppressed,6066,,,,1.02,,,,,,,,,,,,
Hyperlipidemia,Cancer Colorectal,Anxiety,suppressed,6404,,,,0.4,,,,,,,,,,,,
Hyperlipidemia,Cancer Prostate,Cancer Other,suppressed,5945,,,,2.62,,,,,,,,,,,,
Hyperlipidemia,Cancer Prostate,Anxiety,suppressed,6295,,,,1.04,,,,,,,,,,,,
Hyperlipidemia,Cancer Other,Anxiety,suppressed,6086,,,,1.21,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,COPD,suppressed,6833,,,,2.1,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Chronic Kidney Disease,suppressed,8156,,,,2.16,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Chronic Liver Disease,suppressed,8388,,,,0.69,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Depression,suppressed,8327,,,,1.23,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Substance Use Disorder,suppressed,8704,,,,1.43,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Osteoarthritis,suppressed,7746,,,,6.1,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Rheumatoid Arthritis,suppressed,8680,,,,0.49,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Osteoporosis,suppressed,8684,,,,0.66,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Hypothyroidism,suppressed,8594,,,,0.66,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Sleep Apnea,suppressed,8721,,,,1.2,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Cancer Lung,suppressed,8798,,,,0.97,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Cancer Colorectal,suppressed,8692,,,,1.08,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Cancer Prostate,suppressed,8522,,,,2.71,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Anxiety,suppressed,8734,,,,1.43,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Chronic Liver Disease,suppressed,8705,,,,1.07,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Depression,suppressed,8628,,,,1.62,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Rheumatoid Arthritis,suppressed,9010,,,,0.62,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Osteoporosis,suppressed,9016,,,,0.84,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Hypothyroidism,suppressed,8920,,,,0.82,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Sleep Apnea,suppressed,9056,,,,2.07,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Cancer Lung,suppressed,9133,,,,1.22,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Cancer Colorectal,suppressed,9026,,,,1.28,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Cancer Prostate,suppressed,8849,,,,3.05,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Chronic Liver Disease,suppressed,8521,,,,1.61,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Depression,suppressed,8429,,,,2.59,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Rheumatoid Arthritis,suppressed,8801,,,,1.05,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Osteoporosis,suppressed,8814,,,,1.35,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Hypothyroidism,suppressed,8720,,,,1.45,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Sleep Apnea,suppressed,8848,,,,2.94,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Cancer Lung,suppressed,8925,,,,2.0,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Cancer Colorectal,suppressed,8821,,,,2.42,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Anxiety,suppressed,8857,,,,2.99,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,COPD,suppressed,7047,,,,1.54,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Chronic Kidney Disease,suppressed,8400,,,,1.45,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Chronic Liver Disease,suppressed,8662,,,,0.51,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Depression,suppressed,8590,,,,0.87,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Substance Use Disorder,suppressed,8985,,,,0.97,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Osteoarthritis,suppressed,7999,,,,3.81,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Rheumatoid Arthritis,suppressed,8970,,,,0.32,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Osteoporosis,suppressed,8975,,,,0.48,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Hypothyroidism,suppressed,8879,,,,0.42,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Sleep Apnea,suppressed,9009,,,,0.91,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Cancer Lung,suppressed,9090,,,,0.72,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Cancer Colorectal,suppressed,8983,,,,0.66,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Cancer Prostate,suppressed,8806,,,,1.59,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Cancer Other,suppressed,8530,,,,1.98,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Anxiety,suppressed,9023,,,,0.98,,,,,,,,,,,,
Coronary Heart Disease,COPD,Chronic Kidney Disease,suppressed,6620,,,,1.83,,,,,,,,,,,,
Coronary Heart Disease,COPD,Chronic Liver Disease,suppressed,6773,,,,0.66,,,,,,,,,,,,
Coronary Heart Disease,COPD,Depression,suppressed,6724,,,,1.07,,,,,,,,,,,,
Coronary Heart Disease,COPD,Substance Use Disorder,suppressed,7035,,,,1.14,,,,,,,,,,,,
Coronary Heart Disease,COPD,Rheumatoid Arthritis,suppressed,7005,,,,0.39,,,,,,,,,,,,
Coronary Heart Disease,COPD,Osteoporosis,suppressed,7011,,,,0.56,,,,,,,,,,,,
Coronary Heart Disease,COPD,Hypothyroidism,suppressed,6921,,,,0.52,,,,,,,,,,,,
Coronary Heart Disease,COPD,Sleep Apnea,suppressed,7024,,,,1.2,,,,,,,,,,,,
Coronary Heart Disease,COPD,Cancer Lung,suppressed,7097,,,,0.84,,,,,,,,,,,,
Coronary Heart Disease,COPD,Cancer Colorectal,suppressed,7018,,,,0.79,,,,,,,,,,,,
Coronary Heart Disease,COPD,Cancer Prostate,suppressed,6876,,,,1.91,,,,,,,,,,,,
Coronary Heart Disease,COPD,Anxiety,suppressed,7042,,,,1.19,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Chronic Liver Disease,suppressed,8082,,,,0.63,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Depression,suppressed,8000,,,,0.98,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Substance Use Disorder,suppressed,8359,,,,1.0,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Osteoarthritis,suppressed,7475,,,,5.12,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Rheumatoid Arthritis,suppressed,8348,,,,0.4,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Osteoporosis,suppressed,8354,,,,0.52,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Hypothyroidism,suppressed,8270,,,,0.54,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Sleep Apnea,suppressed,8378,,,,1.16,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Cancer Lung,suppressed,8452,,,,0.77,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Cancer Colorectal,suppressed,8359,,,,0.86,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Cancer Prostate,suppressed,8195,,,,2.14,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Cancer Other,suppressed,7960,,,,2.62,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Anxiety,suppressed,8390,,,,1.16,,,,,,,,,,,,
Coronary Heart Disease,Chronic Liver Disease,Depression,suppressed,8245,,,,0.36,,,,,,,,,,,,
Coronary Heart Disease,Chronic Liver Disease,Substance Use Disorder,suppressed,8645,,,,0.46,,,,,,,,,,,,
Coronary Heart Disease,Chronic Liver Disease,Osteoarthritis,suppressed,7679,,,,1.72,,,,,,,,,,,,
Coronary Heart Disease,Chronic Liver Disease,Rheumatoid Arthritis,suppressed,8609,,,,0.14,,,,,,,,,,,,
Coronary Heart Disease,Chronic Liver Disease,Osteoporosis,suppressed,8613,,,,0.18,,,,,,,,,,,,
Coronary Heart Disease,Chronic Liver Disease,Hypothyroidism,suppressed,8523,,,,0.18,,,,,,,,,,,,
Coronary Heart Disease,Chronic Liver Disease,Sleep Apnea,suppressed,8651,,,,0.51,,,,,,,,,,,,
Coronary Heart Disease,Chronic Liver Disease,Cancer Lung,suppressed,8724,,,,0.26,,,,,,,,,,,,
Coronary Heart Disease,Chronic Liver Disease,Cancer Colorectal,suppressed,8629,,,,0.28,,,,,,,,,,,,
Coronary Heart Disease,Chronic Liver Disease,Cancer Prostate,suppressed,8450,,,,0.66,,,,,,,,,,,,
Coronary Heart Disease,Chronic Liver Disease,Cancer Other,suppressed,8198,,,,0.87,,,,,,,,,,,,
Coronary Heart Disease,Chronic Liver Disease,Anxiety,suppressed,8659,,,,0.41,,,,,,,,,,,,
Coronary Heart Disease,Depression,Substance Use Disorder,suppressed,8559,,,,0.7,,,,,,,,,,,,
Coronary Heart Disease,Depression,Osteoarthritis,suppressed,7621,,,,2.8,,,,,,,,,,,,
Coronary Heart Disease,Depression,Rheumatoid Arthritis,suppressed,8547,,,,0.23,,,,,,,,,,,,
Coronary Heart Disease,Depression,Osteoporosis,suppressed,8543,,,,0.32,,,,,,,,,,,,
Coronary Heart Disease,Depression,Hypothyroidism,suppressed,8456,,,,0.3,,,,,,,,,,,,
Coronary Heart Disease,Depression,Sleep Apnea,suppressed,8579,,,,0.61,,,,,,,,,,,,
Coronary Heart Disease,Depression,Cancer Lung,suppressed,8650,,,,0.47,,,,,,,,,,,,
Coronary Heart Disease,Depression,Cancer Colorectal,suppressed,8544,,,,0.47,,,,,,,,,,,,
Coronary Heart Disease,Depression,Cancer Prostate,suppressed,8387,,,,1.19,,,,,,,,,,,,
Coronary Heart Disease,Depression,Cancer Other,suppressed,8119,,,,1.43,,,,,,,,,,,,
Coronary Heart Disease,Depression,Anxiety,suppressed,8621,,,,0.79,,,,,,,,,,,,
Coronary Heart Disease,Substance Use Disorder,Osteoarthritis,suppressed,7960,,,,3.04,,,,,,,,,,,,
Coronary Heart Disease,Substance Use Disorder,Rheumatoid Arthritis,suppressed,8927,,,,0.25,,,,,,,,,,,,
Coronary Heart Disease,Substance Use Disorder,Osteoporosis,suppressed,8935,,,,0.35,,,,,,,,,,,,
Coronary Heart Disease,Substance Use Disorder,Hypothyroidism,suppressed,8835,,,,0.3,,,,,,,,,,,,
Coronary Heart Disease,Substance Use Disorder,Sleep Apnea,suppressed,8968,,,,0.62,,,,,,,,,,,,
Coronary Heart Disease,Substance Use Disorder,Cancer Lung,suppressed,9051,,,,0.6,,,,,,,,,,,,
Coronary Heart Disease,Substance Use Disorder,Cancer Colorectal,suppressed,8944,,,,0.59,,,,,,,,,,,,
Coronary Heart Disease,Substance Use Disorder,Cancer Prostate,suppressed,8766,,,,1.27,,,,,,,,,,,,
Coronary Heart Disease,Substance Use Disorder,Cancer Other,suppressed,8499,,,,1.62,,,,,,,,,,,,
Coronary Heart Disease,Substance Use Disorder,Anxiety,suppressed,8982,,,,0.75,,,,,,,,,,,,
Coronary Heart Disease,Osteoarthritis,Rheumatoid Arthritis,suppressed,7956,,,,1.16,,,,,,,,,,,,
Coronary Heart Disease,Osteoarthritis,Osteoporosis,suppressed,7955,,,,1.41,,,,,,,,,,,,
Coronary Heart Disease,Osteoarthritis,Hypothyroidism,suppressed,7864,,,,1.62,,,,,,,,,,,,
Coronary Heart Disease,Osteoarthritis,Sleep Apnea,suppressed,7987,,,,3.1,,,,,,,,,,,,
Coronary Heart Disease,Osteoarthritis,Cancer Lung,suppressed,8052,,,,2.11,,,,,,,,,,,,
Coronary Heart Disease,Osteoarthritis,Cancer Colorectal,suppressed,7957,,,,2.64,,,,,,,,,,,,
Coronary Heart Disease,Osteoarthritis,Cancer Prostate,suppressed,7814,,,,6.79,,,,,,,,,,,,
Coronary Heart Disease,Osteoarthritis,Cancer Other,suppressed,7561,,,,7.89,,,,,,,,,,,,
Coronary Heart Disease,Osteoarthritis,Anxiety,suppressed,7994,,,,3.31,,,,,,,,,,,,
Coronary Heart Disease,Rheumatoid Arthritis,Osteoporosis,suppressed,8922,,,,0.12,,,,,,,,,,,,
Coronary Heart Disease,Rheumatoid Arthritis,Hypothyroidism,suppressed,8829,,,,0.13,,,,,,,,,,,,
Coronary Heart Disease,Rheumatoid Arthritis,Sleep Apnea,suppressed,8952,,,,0.24,,,,,,,,,,,,
Coronary Heart Disease,Rheumatoid Arthritis,Cancer Lung,suppressed,9031,,,,0.18,,,,,,,,,,,,
Coronary Heart Disease,Rheumatoid Arthritis,Cancer Colorectal,suppressed,8925,,,,0.2,,,,,,,,,,,,
Coronary Heart Disease,Rheumatoid Arthritis,Cancer Prostate,suppressed,8752,,,,0.52,,,,,,,,,,,,
Coronary Heart Disease,Rheumatoid Arthritis,Cancer Other,suppressed,8478,,,,0.61,,,,,,,,,,,,
Coronary Heart Disease,Rheumatoid Arthritis,Anxiety,suppressed,8963,,,,0.27,,,,,,,,,,,,
Coronary Heart Disease,Osteoporosis,Hypothyroidism,suppressed,8830,,,,0.16,,,,,,,,,,,,
Coronary Heart Disease,Osteoporosis,Sleep Apnea,suppressed,8961,,,,0.29,,,,,,,,,,,,
Coronary Heart Disease,Osteoporosis,Cancer Lung,suppressed,9038,,,,0.27,,,,,,,,,,,,
Coronary Heart Disease,Osteoporosis,Cancer Colorectal,suppressed,8932,,,,0.25,,,,,,,,,,,,
Coronary Heart Disease,Osteoporosis,Cancer Prostate,suppressed,8768,,,,0.64,,,,,,,,,,,,
Coronary Heart Disease,Osteoporosis,Cancer Other,suppressed,8490,,,,0.75,,,,,,,,,,,,
Coronary Heart Disease,Osteoporosis,Anxiety,suppressed,8971,,,,0.38,,,,,,,,,,,,
Coronary Heart Disease,Hypothyroidism,Sleep Apnea,suppressed,8866,,,,0.33,,,,,,,,,,,,
Coronary Heart Disease,Hypothyroidism,Cancer Lung,suppressed,8942,,,,0.23,,,,,,,,,,,,
Coronary Heart Disease,Hypothyroidism,Cancer Colorectal,suppressed,8834,,,,0.28,,,,,,,,,,,,
Coronary Heart Disease,Hypothyroidism,Cancer Prostate,suppressed,8666,,,,0.72,,,,,,,,,,,,
Coronary Heart Disease,Hypothyroidism,Cancer Other,suppressed,8393,,,,0.84,,,,,,,,,,,,
Coronary Heart Disease,Hypothyroidism,Anxiety,suppressed,8873,,,,0.36,,,,,,,,,,,,
Coronary Heart Disease,Sleep Apnea,Cancer Lung,suppressed,9075,,,,0.4,,,,,,,,,,,,
Coronary Heart Disease,Sleep Apnea,Cancer Colorectal,suppressed,8967,,,,0.48,,,,,,,,,,,,
Coronary Heart Disease,Sleep Apnea,Cancer Prostate,suppressed,8793,,,,1.1,,,,,,,,,,,,
Coronary Heart Disease,Sleep Apnea,Cancer Other,suppressed,8521,,,,1.5,,,,,,,,,,,,
Coronary Heart Disease,Sleep Apnea,Anxiety,suppressed,9010,,,,0.71,,,,,,,,,,,,
Coronary Heart Disease,Cancer Lung,Cancer Colorectal,suppressed,9050,,,,0.38,,,,,,,,,,,,
Coronary Heart Disease,Cancer Lung,Cancer Prostate,suppressed,8874,,,,0.92,,,,,,,,,,,,
Coronary Heart Disease,Cancer Lung,Cancer Other,suppressed,8596,,,,1.13,,,,,,,,,,,,
Coronary Heart Disease,Cancer Lung,Anxiety,suppressed,9088,,,,0.54,,,,,,,,,,,,
Coronary Heart Disease,Cancer Colorectal,Cancer Prostate,suppressed,8768,,,,1.21,,,,,,,,,,,,
Coronary Heart Disease,Cancer Colorectal,Cancer Other,suppressed,8516,,,,1.4,,,,,,,,,,,,
Coronary Heart Disease,Cancer Colorectal,Anxiety,suppressed,8980,,,,0.55,,,,,,,,,,,,
Coronary Heart Disease,Cancer Prostate,Cancer Other,suppressed,8331,,,,3.57,,,,,,,,,,,,
Coronary Heart Disease,Cancer Prostate,Anxiety,suppressed,8808,,,,1.43,,,,,,,,,,,,
Coronary Heart Disease,Cancer Other,Anxiety,suppressed,8529,,,,1.69,,,,,,,,,,,,
Stroke Cerebrovascular,Heart Failure,Peripheral Vascular Disease,suppressed,9896,,,,1.4,,,,,,,,,,,,
Stroke Cerebrovascular,Heart Failure,COPD,suppressed,7745,,,,1.68,,,,,,,,,,,,
Stroke Cerebrovascular,Heart Failure,Chronic Kidney Disease,suppressed,9193,,,,1.64,,,,,,,,,,,,
Stroke Cerebrovascular,Heart Failure,Chronic Liver Disease,suppressed,9544,,,,0.58,,,,,,,,,,,,
Stroke Cerebrovascular,Heart Failure,Depression,suppressed,9458,,,,0.92,,,,,,,,,,,,
Stroke Cerebrovascular,Heart Failure,Substance Use Disorder,suppressed,9900,,,,1.04,,,,,,,,,,,,
Stroke Cerebrovascular,Heart Failure,Osteoarthritis,suppressed,8770,,,,3.86,,,,,,,,,,,,
Stroke Cerebrovascular,Heart Failure,Rheumatoid Arthritis,suppressed,9868,,,,0.33,,,,,,,,,,,,
Stroke Cerebrovascular,Heart Failure,Osteoporosis,suppressed,9879,,,,0.49,,,,,,,,,,,,
Stroke Cerebrovascular,Heart Failure,Hypothyroidism,suppressed,9763,,,,0.43,,,,,,,,,,,,
