disease_j,disease_k,disease_l,evidence_tier,n_valid,n_joint_events,triplet_prevalence,O,E,OE_ratio,OE_ci_lo,OE_ci_hi,OE_ci_method,OE_excludes_1,auc_joint,auc_ci_lo,auc_ci_hi,auc_age_only,auc_gain_over_age,beats_age_baseline,brier_joint
Diabetes Mellitus,Chronic Liver Disease,Substance Use Disorder,suppressed,17943,,,,0.13,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Osteoarthritis,suppressed,16867,,,,1.09,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Rheumatoid Arthritis,suppressed,17704,,,,0.14,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Osteoporosis,suppressed,17716,,,,0.15,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Hypothyroidism,suppressed,16796,,,,0.22,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Sleep Apnea,suppressed,17998,,,,0.33,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Cancer Breast,suppressed,17580,,,,0.23,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Cancer Lung,suppressed,18019,,,,0.08,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Cancer Colorectal,suppressed,17974,,,,0.05,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Cancer Other,suppressed,17270,,,,0.27,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Anxiety,suppressed,17733,,,,0.54,,,,,,,,,,,,
Diabetes Mellitus,Depression,Substance Use Disorder,suppressed,16251,,,,0.14,,,,,,,,,,,,
Diabetes Mellitus,Depression,Osteoarthritis,suppressed,15341,,,,1.44,,,,,,,,,,,,
Diabetes Mellitus,Depression,Rheumatoid Arthritis,suppressed,16028,,,,0.16,,,,,,,,,,,,
Diabetes Mellitus,Depression,Osteoporosis,suppressed,16035,,,,0.2,,,,,,,,,,,,
Diabetes Mellitus,Depression,Hypothyroidism,suppressed,15238,,,,0.27,,,,,,,,,,,,
Diabetes Mellitus,Depression,Sleep Apnea,suppressed,16279,,,,0.36,,,,,,,,,,,,
Diabetes Mellitus,Depression,Cancer Breast,suppressed,15914,,,,0.31,,,,,,,,,,,,
Diabetes Mellitus,Depression,Cancer Lung,suppressed,16292,,,,0.1,,,,,,,,,,,,
Diabetes Mellitus,Depression,Cancer Colorectal,suppressed,16253,,,,0.07,,,,,,,,,,,,
Diabetes Mellitus,Depression,Cancer Other,suppressed,15638,,,,0.34,,,,,,,,,,,,
Diabetes Mellitus,Depression,Anxiety,suppressed,16188,,,,0.67,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Osteoarthritis,suppressed,16966,,,,0.4,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Rheumatoid Arthritis,suppressed,17812,,,,0.05,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Osteoporosis,suppressed,17820,,,,0.08,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Hypothyroidism,suppressed,16892,,,,0.08,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Sleep Apnea,suppressed,18106,,,,0.1,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Cancer Breast,suppressed,17686,,,,0.09,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Cancer Lung,suppressed,18128,,,,0.03,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Cancer Colorectal,suppressed,18080,,,,0.02,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Cancer Other,suppressed,17373,,,,0.09,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Anxiety,suppressed,17848,,,,0.22,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Rheumatoid Arthritis,suppressed,16775,,,,0.55,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Osteoporosis,suppressed,16780,,,,0.66,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Hypothyroidism,suppressed,15905,,,,0.91,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Cancer Breast,suppressed,16626,,,,1.05,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Cancer Lung,suppressed,17039,,,,0.31,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Cancer Colorectal,suppressed,16992,,,,0.24,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Cancer Other,suppressed,16328,,,,1.13,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Anxiety,suppressed,16777,,,,2.01,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Osteoporosis,suppressed,17614,,,,0.09,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Hypothyroidism,suppressed,16678,,,,0.11,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Sleep Apnea,suppressed,17873,,,,0.15,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Cancer Breast,suppressed,17455,,,,0.12,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Cancer Lung,suppressed,17891,,,,0.04,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Cancer Colorectal,suppressed,17844,,,,0.03,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Cancer Other,suppressed,17142,,,,0.13,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Anxiety,suppressed,17607,,,,0.25,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Hypothyroidism,suppressed,16680,,,,0.13,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Sleep Apnea,suppressed,17879,,,,0.16,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Cancer Breast,suppressed,17477,,,,0.15,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Cancer Lung,suppressed,17900,,,,0.05,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Cancer Colorectal,suppressed,17855,,,,0.04,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Cancer Other,suppressed,17163,,,,0.17,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Anxiety,suppressed,17616,,,,0.32,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Sleep Apnea,suppressed,16953,,,,0.22,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Cancer Breast,suppressed,16563,,,,0.2,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Cancer Lung,suppressed,16970,,,,0.06,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Cancer Colorectal,suppressed,16925,,,,0.05,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Cancer Other,suppressed,16282,,,,0.22,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Anxiety,suppressed,16702,,,,0.4,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Cancer Breast,suppressed,17744,,,,0.23,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Cancer Lung,suppressed,18189,,,,0.07,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Cancer Colorectal,suppressed,18142,,,,0.05,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Cancer Other,suppressed,17425,,,,0.28,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Anxiety,suppressed,17900,,,,0.53,,,,,,,,,,,,
Diabetes Mellitus,Cancer Breast,Cancer Lung,suppressed,17769,,,,0.07,,,,,,,,,,,,
Diabetes Mellitus,Cancer Breast,Cancer Colorectal,suppressed,17721,,,,0.06,,,,,,,,,,,,
Diabetes Mellitus,Cancer Breast,Cancer Other,suppressed,17034,,,,0.26,,,,,,,,,,,,
Diabetes Mellitus,Cancer Breast,Anxiety,suppressed,17481,,,,0.45,,,,,,,,,,,,
Diabetes Mellitus,Cancer Lung,Cancer Colorectal,suppressed,18165,,,,0.02,,,,,,,,,,,,
Diabetes Mellitus,Cancer Lung,Cancer Other,suppressed,17449,,,,0.08,,,,,,,,,,,,
Diabetes Mellitus,Cancer Lung,Anxiety,suppressed,17918,,,,0.14,,,,,,,,,,,,
Diabetes Mellitus,Cancer Colorectal,Cancer Other,suppressed,17420,,,,0.06,,,,,,,,,,,,
Diabetes Mellitus,Cancer Colorectal,Anxiety,suppressed,17871,,,,0.1,,,,,,,,,,,,
Diabetes Mellitus,Cancer Other,Anxiety,suppressed,17169,,,,0.48,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Stroke Cerebrovascular,suppressed,15930,,,,0.24,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Heart Failure,suppressed,16038,,,,0.25,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Atrial Fibrillation,suppressed,15997,,,,0.35,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Peripheral Vascular Disease,suppressed,15981,,,,0.16,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,COPD,suppressed,14465,,,,0.38,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Chronic Kidney Disease,suppressed,15785,,,,0.32,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Chronic Liver Disease,suppressed,15867,,,,0.34,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Depression,suppressed,14472,,,,0.51,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Substance Use Disorder,suppressed,15967,,,,0.15,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Osteoarthritis,suppressed,15090,,,,1.67,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Rheumatoid Arthritis,suppressed,15772,,,,0.2,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Osteoporosis,suppressed,15791,,,,0.31,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Hypothyroidism,suppressed,14989,,,,0.35,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Sleep Apnea,suppressed,16011,,,,0.34,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Cancer Breast,suppressed,15647,,,,0.41,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Cancer Lung,suppressed,16030,,,,0.12,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Cancer Colorectal,suppressed,15995,,,,0.1,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Cancer Other,suppressed,15394,,,,0.43,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Anxiety,suppressed,15782,,,,0.74,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Heart Failure,suppressed,16014,,,,0.09,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Atrial Fibrillation,suppressed,15977,,,,0.12,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Peripheral Vascular Disease,suppressed,15964,,,,0.06,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,COPD,suppressed,14446,,,,0.13,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Chronic Kidney Disease,suppressed,15763,,,,0.09,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Chronic Liver Disease,suppressed,15848,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Depression,suppressed,14452,,,,0.16,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Substance Use Disorder,suppressed,15946,,,,0.05,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Osteoarthritis,suppressed,15063,,,,0.53,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Rheumatoid Arthritis,suppressed,15750,,,,0.06,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Osteoporosis,suppressed,15777,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Hypothyroidism,suppressed,14968,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Sleep Apnea,suppressed,15991,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Cancer Breast,suppressed,15629,,,,0.13,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Cancer Lung,suppressed,16011,,,,0.04,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Cancer Colorectal,suppressed,15973,,,,0.03,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Cancer Other,suppressed,15375,,,,0.14,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Anxiety,suppressed,15759,,,,0.24,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Atrial Fibrillation,suppressed,16085,,,,0.14,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Peripheral Vascular Disease,suppressed,16069,,,,0.07,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,COPD,suppressed,14542,,,,0.17,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Chronic Kidney Disease,suppressed,15869,,,,0.12,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Chronic Liver Disease,suppressed,15955,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Depression,suppressed,14541,,,,0.16,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Substance Use Disorder,suppressed,16053,,,,0.06,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Osteoarthritis,suppressed,15168,,,,0.5,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Rheumatoid Arthritis,suppressed,15857,,,,0.07,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Osteoporosis,suppressed,15879,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Hypothyroidism,suppressed,15069,,,,0.1,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Sleep Apnea,suppressed,16102,,,,0.16,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Cancer Breast,suppressed,15736,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Cancer Lung,suppressed,16120,,,,0.04,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Cancer Colorectal,suppressed,16083,,,,0.03,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Cancer Other,suppressed,15480,,,,0.12,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Anxiety,suppressed,15865,,,,0.24,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Peripheral Vascular Disease,suppressed,16027,,,,0.08,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,COPD,suppressed,14501,,,,0.19,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Chronic Kidney Disease,suppressed,15828,,,,0.13,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Chronic Liver Disease,suppressed,15913,,,,0.16,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Depression,suppressed,14507,,,,0.24,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Substance Use Disorder,suppressed,16010,,,,0.07,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Osteoarthritis,suppressed,15129,,,,0.83,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Rheumatoid Arthritis,suppressed,15817,,,,0.1,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Osteoporosis,suppressed,15836,,,,0.16,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Hypothyroidism,suppressed,15031,,,,0.16,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Sleep Apnea,suppressed,16059,,,,0.19,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Cancer Breast,suppressed,15695,,,,0.2,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Cancer Lung,suppressed,16077,,,,0.06,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Cancer Colorectal,suppressed,16040,,,,0.05,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Cancer Other,suppressed,15437,,,,0.22,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Anxiety,suppressed,15827,,,,0.35,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,COPD,suppressed,14490,,,,0.09,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Chronic Kidney Disease,suppressed,15816,,,,0.07,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Chronic Liver Disease,suppressed,15903,,,,0.07,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Depression,suppressed,14495,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Substance Use Disorder,suppressed,15998,,,,0.04,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Osteoarthritis,suppressed,15115,,,,0.37,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Rheumatoid Arthritis,suppressed,15804,,,,0.04,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Osteoporosis,suppressed,15828,,,,0.08,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Hypothyroidism,suppressed,15018,,,,0.08,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Sleep Apnea,suppressed,16046,,,,0.07,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Cancer Breast,suppressed,15682,,,,0.09,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Cancer Lung,suppressed,16065,,,,0.03,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Cancer Colorectal,suppressed,16028,,,,0.02,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Cancer Other,suppressed,15425,,,,0.09,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Anxiety,suppressed,15811,,,,0.17,,,,,,,,,,,,
Hyperlipidemia,COPD,Chronic Kidney Disease,suppressed,14316,,,,0.15,,,,,,,,,,,,
Hyperlipidemia,COPD,Chronic Liver Disease,suppressed,14388,,,,0.21,,,,,,,,,,,,
Hyperlipidemia,COPD,Depression,suppressed,13131,,,,0.27,,,,,,,,,,,,
Hyperlipidemia,COPD,Substance Use Disorder,suppressed,14493,,,,0.1,,,,,,,,,,,,
Hyperlipidemia,COPD,Osteoarthritis,suppressed,13697,,,,0.8,,,,,,,,,,,,
Hyperlipidemia,COPD,Rheumatoid Arthritis,suppressed,14312,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,COPD,Osteoporosis,suppressed,14336,,,,0.19,,,,,,,,,,,,
Hyperlipidemia,COPD,Hypothyroidism,suppressed,13579,,,,0.18,,,,,,,,,,,,
Hyperlipidemia,COPD,Sleep Apnea,suppressed,14521,,,,0.2,,,,,,,,,,,,
Hyperlipidemia,COPD,Cancer Breast,suppressed,14185,,,,0.2,,,,,,,,,,,,
Hyperlipidemia,COPD,Cancer Lung,suppressed,14542,,,,0.08,,,,,,,,,,,,
Hyperlipidemia,COPD,Cancer Colorectal,suppressed,14506,,,,0.05,,,,,,,,,,,,
Hyperlipidemia,COPD,Cancer Other,suppressed,13964,,,,0.21,,,,,,,,,,,,
Hyperlipidemia,COPD,Anxiety,suppressed,14314,,,,0.39,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Chronic Liver Disease,suppressed,15708,,,,0.16,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Depression,suppressed,14331,,,,0.21,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Substance Use Disorder,suppressed,15798,,,,0.05,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Osteoarthritis,suppressed,14947,,,,0.63,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Rheumatoid Arthritis,suppressed,15615,,,,0.08,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Osteoporosis,suppressed,15637,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Hypothyroidism,suppressed,14844,,,,0.14,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Sleep Apnea,suppressed,15844,,,,0.14,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Cancer Breast,suppressed,15490,,,,0.14,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Cancer Lung,suppressed,15863,,,,0.04,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Cancer Colorectal,suppressed,15829,,,,0.03,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Cancer Other,suppressed,15243,,,,0.16,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Anxiety,suppressed,15619,,,,0.28,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Depression,suppressed,14397,,,,0.25,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Substance Use Disorder,suppressed,15890,,,,0.09,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Osteoarthritis,suppressed,15015,,,,0.75,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Rheumatoid Arthritis,suppressed,15692,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Osteoporosis,suppressed,15715,,,,0.13,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Hypothyroidism,suppressed,14916,,,,0.16,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Sleep Apnea,suppressed,15933,,,,0.2,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Cancer Breast,suppressed,15571,,,,0.18,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Cancer Lung,suppressed,15952,,,,0.05,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Cancer Colorectal,suppressed,15915,,,,0.04,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Cancer Other,suppressed,15324,,,,0.2,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Anxiety,suppressed,15702,,,,0.36,,,,,,,,,,,,
Hyperlipidemia,Depression,Substance Use Disorder,suppressed,14502,,,,0.13,,,,,,,,,,,,
Hyperlipidemia,Depression,Osteoarthritis,suppressed,13747,,,,1.27,,,,,,,,,,,,
Hyperlipidemia,Depression,Rheumatoid Arthritis,suppressed,14315,,,,0.15,,,,,,,,,,,,
Hyperlipidemia,Depression,Osteoporosis,suppressed,14335,,,,0.22,,,,,,,,,,,,
Hyperlipidemia,Depression,Hypothyroidism,suppressed,13634,,,,0.26,,,,,,,,,,,,
Hyperlipidemia,Depression,Sleep Apnea,suppressed,14524,,,,0.26,,,,,,,,,,,,
Hyperlipidemia,Depression,Cancer Breast,suppressed,14201,,,,0.32,,,,,,,,,,,,
Hyperlipidemia,Depression,Cancer Lung,suppressed,14536,,,,0.08,,,,,,,,,,,,
Hyperlipidemia,Depression,Cancer Colorectal,suppressed,14504,,,,0.07,,,,,,,,,,,,
Hyperlipidemia,Depression,Cancer Other,suppressed,13982,,,,0.31,,,,,,,,,,,,
Hyperlipidemia,Depression,Anxiety,suppressed,14443,,,,0.58,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Osteoarthritis,suppressed,15106,,,,0.37,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Rheumatoid Arthritis,suppressed,15787,,,,0.04,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Osteoporosis,suppressed,15811,,,,0.09,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Hypothyroidism,suppressed,14999,,,,0.07,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Sleep Apnea,suppressed,16030,,,,0.06,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Cancer Breast,suppressed,15667,,,,0.09,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Cancer Lung,suppressed,16050,,,,0.03,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Cancer Colorectal,suppressed,16012,,,,0.02,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Cancer Other,suppressed,15417,,,,0.09,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Anxiety,suppressed,15804,,,,0.19,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Rheumatoid Arthritis,suppressed,14944,,,,0.46,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Osteoporosis,suppressed,14953,,,,0.72,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Hypothyroidism,suppressed,14191,,,,0.84,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Sleep Apnea,suppressed,15147,,,,0.78,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Cancer Breast,suppressed,14797,,,,1.08,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Cancer Lung,suppressed,15161,,,,0.25,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Cancer Colorectal,suppressed,15124,,,,0.25,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Cancer Other,suppressed,14562,,,,1.07,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Anxiety,suppressed,14931,,,,1.78,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Osteoporosis,suppressed,15632,,,,0.09,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Hypothyroidism,suppressed,14822,,,,0.1,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Sleep Apnea,suppressed,15837,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Cancer Breast,suppressed,15474,,,,0.12,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Cancer Lung,suppressed,15852,,,,0.03,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Cancer Colorectal,suppressed,15815,,,,0.03,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Cancer Other,suppressed,15224,,,,0.12,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Anxiety,suppressed,15603,,,,0.21,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Hypothyroidism,suppressed,14841,,,,0.15,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Sleep Apnea,suppressed,15855,,,,0.12,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Cancer Breast,suppressed,15510,,,,0.2,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Cancer Lung,suppressed,15874,,,,0.05,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Cancer Colorectal,suppressed,15839,,,,0.05,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Cancer Other,suppressed,15257,,,,0.2,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Anxiety,suppressed,15626,,,,0.34,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Sleep Apnea,suppressed,15047,,,,0.16,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Cancer Breast,suppressed,14714,,,,0.22,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Cancer Lung,suppressed,15064,,,,0.05,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Cancer Colorectal,suppressed,15028,,,,0.05,,,,,,,,,,,,
