disease_j,disease_k,disease_l,evidence_tier,n_valid,n_joint_events,triplet_prevalence,O,E,OE_ratio,OE_ci_lo,OE_ci_hi,OE_ci_method,OE_excludes_1,auc_joint,auc_ci_lo,auc_ci_hi,auc_age_only,auc_gain_over_age,beats_age_baseline,brier_joint
Coronary Heart Disease,Heart Failure,Atrial Fibrillation,low_n,11388,26,0.00228,26,3.08,8.439,5.512,12.365,poisson_exact,above_1,,,,,,,
Heart Failure,Atrial Fibrillation,Cancer Other,low_n,11235,13,0.00116,13,1.73,7.504,3.996,12.832,poisson_exact,above_1,,,,,,,
Heart Failure,Atrial Fibrillation,Osteoarthritis,low_n,9909,11,0.00111,11,4.69,2.344,1.17,4.195,poisson_exact,above_1,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Osteoarthritis,low_n,6634,10,0.00151,10,5.43,1.843,0.884,3.39,poisson_exact,includes_1,,,,,,,
Coronary Heart Disease,Heart Failure,Osteoarthritis,low_n,9470,10,0.00106,10,4.33,2.31,1.108,4.248,poisson_exact,above_1,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Osteoarthritis,low_n,9382,10,0.00107,10,6.79,1.473,0.706,2.708,poisson_exact,includes_1,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Atrial Fibrillation,low_n,7881,9,0.00114,9,2.55,3.533,1.616,6.707,poisson_exact,above_1,,,,,,,
Hypertension,Coronary Heart Disease,Atrial Fibrillation,low_n,5102,8,0.00157,8,2.11,3.791,1.637,7.471,poisson_exact,above_1,,,,,,,
Heart Failure,Atrial Fibrillation,COPD,low_n,9923,8,0.00081,8,1.9,4.212,1.818,8.299,poisson_exact,above_1,,,,,,,
Heart Failure,Atrial Fibrillation,Osteoporosis,low_n,11245,8,0.00071,8,1.94,4.117,1.777,8.112,poisson_exact,above_1,,,,,,,
Hypertension,Hyperlipidemia,Coronary Heart Disease,low_n,3945,7,0.00177,7,2.08,3.372,1.356,6.947,poisson_exact,above_1,,,,,,,
Coronary Heart Disease,Heart Failure,COPD,low_n,9485,7,0.00074,7,1.65,4.241,1.705,8.738,poisson_exact,above_1,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Osteoporosis,low_n,10609,7,0.00066,7,2.39,2.925,1.176,6.026,poisson_exact,above_1,,,,,,,
Stroke Cerebrovascular,Atrial Fibrillation,Chronic Kidney Disease,low_n,10719,7,0.00065,7,0.76,9.208,3.702,18.971,poisson_exact,above_1,,,,,,,
Hypertension,Coronary Heart Disease,Osteoarthritis,low_n,4351,6,0.00138,6,5.09,1.179,0.433,2.565,poisson_exact,includes_1,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Cancer Other,low_n,7394,6,0.00081,6,1.79,3.352,1.23,7.295,poisson_exact,above_1,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Heart Failure,low_n,11215,6,0.00053,6,1.53,3.915,1.437,8.522,poisson_exact,above_1,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,COPD,low_n,9387,6,0.00064,6,2.11,2.843,1.043,6.187,poisson_exact,above_1,,,,,,,
Stroke Cerebrovascular,Atrial Fibrillation,COPD,low_n,9670,6,0.00062,6,1.3,4.629,1.699,10.076,poisson_exact,above_1,,,,,,,
Atrial Fibrillation,Osteoarthritis,Cancer Other,low_n,9248,6,0.00065,6,4.37,1.372,0.504,2.987,poisson_exact,includes_1,,,,,,,
Osteoarthritis,Osteoporosis,Cancer Other,low_n,8760,6,0.00068,6,3.14,1.913,0.702,4.164,poisson_exact,includes_1,,,,,,,
Hypertension,Hyperlipidemia,Atrial Fibrillation,low_n,3980,5,0.00126,5,1.65,3.026,0.982,7.061,poisson_exact,includes_1,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Osteoarthritis,low_n,6696,5,0.00075,5,4.66,1.072,0.348,2.501,poisson_exact,includes_1,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Atrial Fibrillation,low_n,11112,5,0.00045,5,2.12,2.356,0.765,5.498,poisson_exact,includes_1,,,,,,,
Coronary Heart Disease,Heart Failure,Cancer Other,low_n,10690,5,0.00047,5,1.52,3.293,1.069,7.685,poisson_exact,above_1,,,,,,,
Stroke Cerebrovascular,Heart Failure,Atrial Fibrillation,low_n,11740,5,0.00043,5,1.76,2.835,0.92,6.615,poisson_exact,includes_1,,,,,,,
Stroke Cerebrovascular,Atrial Fibrillation,Peripheral Vascular Disease,low_n,11690,5,0.00043,5,0.8,6.275,2.037,14.643,poisson_exact,above_1,,,,,,,
Heart Failure,Atrial Fibrillation,Chronic Kidney Disease,low_n,10985,5,0.00046,5,0.85,5.899,1.915,13.766,poisson_exact,above_1,,,,,,,
Heart Failure,Atrial Fibrillation,Cancer Lung,low_n,12083,5,0.00041,5,0.56,8.885,2.885,20.735,poisson_exact,above_1,,,,,,,
Heart Failure,Atrial Fibrillation,Anxiety,low_n,11897,5,0.00042,5,1.71,2.93,0.951,6.838,poisson_exact,includes_1,,,,,,,
Heart Failure,Osteoarthritis,Osteoporosis,low_n,9372,5,0.00053,5,2.74,1.822,0.592,4.252,poisson_exact,includes_1,,,,,,,
Atrial Fibrillation,Chronic Kidney Disease,Cancer Other,low_n,10274,5,0.00049,5,0.93,5.365,1.742,12.52,poisson_exact,above_1,,,,,,,
Atrial Fibrillation,Depression,Anxiety,low_n,10965,5,0.00046,5,0.93,5.397,1.752,12.595,poisson_exact,above_1,,,,,,,
Hypertension,Diabetes Mellitus,Hyperlipidemia,suppressed,3969,,,,1.2,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Coronary Heart Disease,suppressed,5055,,,,1.5,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Stroke Cerebrovascular,suppressed,5122,,,,0.69,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Heart Failure,suppressed,5191,,,,0.71,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Atrial Fibrillation,suppressed,5151,,,,1.08,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Peripheral Vascular Disease,suppressed,5165,,,,0.41,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,COPD,suppressed,4240,,,,0.74,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Chronic Kidney Disease,suppressed,4900,,,,0.58,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Chronic Liver Disease,suppressed,5087,,,,0.37,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Depression,suppressed,4766,,,,0.54,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Substance Use Disorder,suppressed,5186,,,,0.17,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Osteoarthritis,suppressed,4391,,,,2.75,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Rheumatoid Arthritis,suppressed,5067,,,,0.38,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Osteoporosis,suppressed,4778,,,,0.8,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Hypothyroidism,suppressed,4635,,,,0.5,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Sleep Apnea,suppressed,5186,,,,0.19,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Cancer Breast,suppressed,4910,,,,0.66,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Cancer Lung,suppressed,5181,,,,0.31,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Cancer Colorectal,suppressed,5160,,,,0.26,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Cancer Other,suppressed,4851,,,,0.94,,,,,,,,,,,,
Hypertension,Diabetes Mellitus,Anxiety,suppressed,5117,,,,0.9,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Stroke Cerebrovascular,suppressed,3976,,,,1.07,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Heart Failure,suppressed,4003,,,,0.89,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Peripheral Vascular Disease,suppressed,3990,,,,0.55,,,,,,,,,,,,
Hypertension,Hyperlipidemia,COPD,suppressed,3264,,,,1.04,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Chronic Kidney Disease,suppressed,3802,,,,0.85,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Chronic Liver Disease,suppressed,3921,,,,0.36,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Depression,suppressed,3698,,,,0.84,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Substance Use Disorder,suppressed,4005,,,,0.27,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Osteoarthritis,suppressed,3406,,,,4.45,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Rheumatoid Arthritis,suppressed,3901,,,,0.52,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Osteoporosis,suppressed,3689,,,,1.47,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Hypothyroidism,suppressed,3598,,,,0.77,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Sleep Apnea,suppressed,4001,,,,0.21,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Cancer Breast,suppressed,3776,,,,1.02,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Cancer Lung,suppressed,3999,,,,0.45,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Cancer Colorectal,suppressed,3979,,,,0.41,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Cancer Other,suppressed,3741,,,,1.4,,,,,,,,,,,,
Hypertension,Hyperlipidemia,Anxiety,suppressed,3954,,,,1.4,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,Stroke Cerebrovascular,suppressed,5071,,,,1.36,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,Heart Failure,suppressed,5136,,,,1.28,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,Peripheral Vascular Disease,suppressed,5111,,,,0.76,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,COPD,suppressed,4194,,,,1.28,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,Chronic Kidney Disease,suppressed,4848,,,,1.01,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,Chronic Liver Disease,suppressed,5035,,,,0.47,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,Depression,suppressed,4711,,,,1.02,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,Substance Use Disorder,suppressed,5130,,,,0.3,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,Rheumatoid Arthritis,suppressed,5017,,,,0.67,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,Osteoporosis,suppressed,4739,,,,1.88,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,Hypothyroidism,suppressed,4590,,,,0.92,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,Sleep Apnea,suppressed,5130,,,,0.27,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,Cancer Breast,suppressed,4858,,,,1.22,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,Cancer Lung,suppressed,5126,,,,0.58,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,Cancer Colorectal,suppressed,5103,,,,0.49,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,Cancer Other,suppressed,4799,,,,1.7,,,,,,,,,,,,
Hypertension,Coronary Heart Disease,Anxiety,suppressed,5062,,,,1.7,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Heart Failure,suppressed,5207,,,,0.74,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Atrial Fibrillation,suppressed,5169,,,,1.21,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Peripheral Vascular Disease,suppressed,5184,,,,0.43,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,COPD,suppressed,4243,,,,0.7,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Chronic Kidney Disease,suppressed,4917,,,,0.52,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Chronic Liver Disease,suppressed,5104,,,,0.25,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Depression,suppressed,4774,,,,0.55,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Substance Use Disorder,suppressed,5205,,,,0.2,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Osteoarthritis,suppressed,4401,,,,2.68,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Rheumatoid Arthritis,suppressed,5086,,,,0.36,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Osteoporosis,suppressed,4800,,,,1.1,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Hypothyroidism,suppressed,4650,,,,0.49,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Sleep Apnea,suppressed,5204,,,,0.14,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Cancer Breast,suppressed,4926,,,,0.62,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Cancer Lung,suppressed,5200,,,,0.33,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Cancer Colorectal,suppressed,5178,,,,0.25,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Cancer Other,suppressed,4871,,,,0.89,,,,,,,,,,,,
Hypertension,Stroke Cerebrovascular,Anxiety,suppressed,5135,,,,0.92,,,,,,,,,,,,
Hypertension,Heart Failure,Atrial Fibrillation,suppressed,5237,,,,1.23,,,,,,,,,,,,
Hypertension,Heart Failure,Peripheral Vascular Disease,suppressed,5250,,,,0.42,,,,,,,,,,,,
Hypertension,Heart Failure,COPD,suppressed,4303,,,,0.64,,,,,,,,,,,,
Hypertension,Heart Failure,Chronic Kidney Disease,suppressed,4977,,,,0.45,,,,,,,,,,,,
Hypertension,Heart Failure,Chronic Liver Disease,suppressed,5173,,,,0.23,,,,,,,,,,,,
Hypertension,Heart Failure,Depression,suppressed,4839,,,,0.49,,,,,,,,,,,,
Hypertension,Heart Failure,Substance Use Disorder,suppressed,5273,,,,0.18,,,,,,,,,,,,
Hypertension,Heart Failure,Osteoarthritis,suppressed,4458,,,,2.25,,,,,,,,,,,,
Hypertension,Heart Failure,Rheumatoid Arthritis,suppressed,5152,,,,0.33,,,,,,,,,,,,
Hypertension,Heart Failure,Osteoporosis,suppressed,4862,,,,1.03,,,,,,,,,,,,
Hypertension,Heart Failure,Hypothyroidism,suppressed,4708,,,,0.43,,,,,,,,,,,,
Hypertension,Heart Failure,Sleep Apnea,suppressed,5273,,,,0.14,,,,,,,,,,,,
Hypertension,Heart Failure,Cancer Breast,suppressed,4991,,,,0.51,,,,,,,,,,,,
Hypertension,Heart Failure,Cancer Lung,suppressed,5269,,,,0.32,,,,,,,,,,,,
Hypertension,Heart Failure,Cancer Colorectal,suppressed,5246,,,,0.21,,,,,,,,,,,,
Hypertension,Heart Failure,Cancer Other,suppressed,4930,,,,0.76,,,,,,,,,,,,
Hypertension,Heart Failure,Anxiety,suppressed,5203,,,,0.8,,,,,,,,,,,,
Hypertension,Atrial Fibrillation,Peripheral Vascular Disease,suppressed,5210,,,,0.64,,,,,,,,,,,,
Hypertension,Atrial Fibrillation,COPD,suppressed,4270,,,,1.05,,,,,,,,,,,,
Hypertension,Atrial Fibrillation,Chronic Kidney Disease,suppressed,4936,,,,0.84,,,,,,,,,,,,
Hypertension,Atrial Fibrillation,Chronic Liver Disease,suppressed,5135,,,,0.38,,,,,,,,,,,,
Hypertension,Atrial Fibrillation,Depression,suppressed,4803,,,,0.86,,,,,,,,,,,,
Hypertension,Atrial Fibrillation,Substance Use Disorder,suppressed,5233,,,,0.29,,,,,,,,,,,,
Hypertension,Atrial Fibrillation,Osteoarthritis,suppressed,4428,,,,4.38,,,,,,,,,,,,
Hypertension,Atrial Fibrillation,Rheumatoid Arthritis,suppressed,5114,,,,0.56,,,,,,,,,,,,
Hypertension,Atrial Fibrillation,Osteoporosis,suppressed,4827,,,,1.65,,,,,,,,,,,,
Hypertension,Atrial Fibrillation,Hypothyroidism,suppressed,4677,,,,0.76,,,,,,,,,,,,
Hypertension,Atrial Fibrillation,Sleep Apnea,suppressed,5233,,,,0.24,,,,,,,,,,,,
Hypertension,Atrial Fibrillation,Cancer Breast,suppressed,4955,,,,1.0,,,,,,,,,,,,
Hypertension,Atrial Fibrillation,Cancer Lung,suppressed,5229,,,,0.49,,,,,,,,,,,,
Hypertension,Atrial Fibrillation,Cancer Colorectal,suppressed,5206,,,,0.39,,,,,,,,,,,,
Hypertension,Atrial Fibrillation,Cancer Other,suppressed,4894,,,,1.4,,,,,,,,,,,,
Hypertension,Atrial Fibrillation,Anxiety,suppressed,5163,,,,1.42,,,,,,,,,,,,
Hypertension,Peripheral Vascular Disease,COPD,suppressed,4286,,,,0.39,,,,,,,,,,,,
Hypertension,Peripheral Vascular Disease,Chronic Kidney Disease,suppressed,4956,,,,0.27,,,,,,,,,,,,
Hypertension,Peripheral Vascular Disease,Chronic Liver Disease,suppressed,5151,,,,0.13,,,,,,,,,,,,
Hypertension,Peripheral Vascular Disease,Depression,suppressed,4819,,,,0.3,,,,,,,,,,,,
Hypertension,Peripheral Vascular Disease,Substance Use Disorder,suppressed,5248,,,,0.1,,,,,,,,,,,,
Hypertension,Peripheral Vascular Disease,Osteoarthritis,suppressed,4441,,,,1.42,,,,,,,,,,,,
Hypertension,Peripheral Vascular Disease,Rheumatoid Arthritis,suppressed,5129,,,,0.2,,,,,,,,,,,,
Hypertension,Peripheral Vascular Disease,Osteoporosis,suppressed,4843,,,,0.62,,,,,,,,,,,,
Hypertension,Peripheral Vascular Disease,Hypothyroidism,suppressed,4689,,,,0.27,,,,,,,,,,,,
Hypertension,Peripheral Vascular Disease,Sleep Apnea,suppressed,5247,,,,0.08,,,,,,,,,,,,
Hypertension,Peripheral Vascular Disease,Cancer Breast,suppressed,4969,,,,0.33,,,,,,,,,,,,
Hypertension,Peripheral Vascular Disease,Cancer Lung,suppressed,5243,,,,0.19,,,,,,,,,,,,
Hypertension,Peripheral Vascular Disease,Cancer Colorectal,suppressed,5220,,,,0.14,,,,,,,,,,,,
Hypertension,Peripheral Vascular Disease,Cancer Other,suppressed,4908,,,,0.49,,,,,,,,,,,,
Hypertension,Peripheral Vascular Disease,Anxiety,suppressed,5179,,,,0.51,,,,,,,,,,,,
Hypertension,COPD,Chronic Kidney Disease,suppressed,4082,,,,0.51,,,,,,,,,,,,
Hypertension,COPD,Chronic Liver Disease,suppressed,4226,,,,0.24,,,,,,,,,,,,
Hypertension,COPD,Depression,suppressed,3956,,,,0.51,,,,,,,,,,,,
Hypertension,COPD,Substance Use Disorder,suppressed,4302,,,,0.14,,,,,,,,,,,,
Hypertension,COPD,Osteoarthritis,suppressed,3651,,,,2.56,,,,,,,,,,,,
Hypertension,COPD,Rheumatoid Arthritis,suppressed,4220,,,,0.36,,,,,,,,,,,,
Hypertension,COPD,Osteoporosis,suppressed,4004,,,,0.97,,,,,,,,,,,,
Hypertension,COPD,Hypothyroidism,suppressed,3836,,,,0.46,,,,,,,,,,,,
Hypertension,COPD,Sleep Apnea,suppressed,4300,,,,0.15,,,,,,,,,,,,
Hypertension,COPD,Cancer Breast,suppressed,4074,,,,0.58,,,,,,,,,,,,
Hypertension,COPD,Cancer Lung,suppressed,4299,,,,0.28,,,,,,,,,,,,
Hypertension,COPD,Cancer Colorectal,suppressed,4283,,,,0.23,,,,,,,,,,,,
Hypertension,COPD,Cancer Other,suppressed,4040,,,,0.83,,,,,,,,,,,,
Hypertension,COPD,Anxiety,suppressed,4245,,,,0.85,,,,,,,,,,,,
Hypertension,Chronic Kidney Disease,Chronic Liver Disease,suppressed,4889,,,,0.19,,,,,,,,,,,,
Hypertension,Chronic Kidney Disease,Depression,suppressed,4585,,,,0.46,,,,,,,,,,,,
Hypertension,Chronic Kidney Disease,Substance Use Disorder,suppressed,4975,,,,0.11,,,,,,,,,,,,
Hypertension,Chronic Kidney Disease,Osteoarthritis,suppressed,4239,,,,2.28,,,,,,,,,,,,
Hypertension,Chronic Kidney Disease,Rheumatoid Arthritis,suppressed,4870,,,,0.28,,,,,,,,,,,,
Hypertension,Chronic Kidney Disease,Osteoporosis,suppressed,4602,,,,0.68,,,,,,,,,,,,
Hypertension,Chronic Kidney Disease,Hypothyroidism,suppressed,4457,,,,0.39,,,,,,,,,,,,
Hypertension,Chronic Kidney Disease,Sleep Apnea,suppressed,4973,,,,0.11,,,,,,,,,,,,
Hypertension,Chronic Kidney Disease,Cancer Breast,suppressed,4705,,,,0.51,,,,,,,,,,,,
Hypertension,Chronic Kidney Disease,Cancer Lung,suppressed,4971,,,,0.21,,,,,,,,,,,,
Hypertension,Chronic Kidney Disease,Cancer Colorectal,suppressed,4949,,,,0.2,,,,,,,,,,,,
Hypertension,Chronic Kidney Disease,Cancer Other,suppressed,4666,,,,0.7,,,,,,,,,,,,
Hypertension,Chronic Kidney Disease,Anxiety,suppressed,4909,,,,0.7,,,,,,,,,,,,
Hypertension,Chronic Liver Disease,Depression,suppressed,4747,,,,0.18,,,,,,,,,,,,
Hypertension,Chronic Liver Disease,Substance Use Disorder,suppressed,5172,,,,0.08,,,,,,,,,,,,
Hypertension,Chronic Liver Disease,Osteoarthritis,suppressed,4375,,,,0.9,,,,,,,,,,,,
Hypertension,Chronic Liver Disease,Rheumatoid Arthritis,suppressed,5055,,,,0.13,,,,,,,,,,,,
Hypertension,Chronic Liver Disease,Osteoporosis,suppressed,4776,,,,0.29,,,,,,,,,,,,
Hypertension,Chronic Liver Disease,Hypothyroidism,suppressed,4621,,,,0.16,,,,,,,,,,,,
Hypertension,Chronic Liver Disease,Sleep Apnea,suppressed,5170,,,,0.07,,,,,,,,,,,,
Hypertension,Chronic Liver Disease,Cancer Breast,suppressed,4892,,,,0.21,,,,,,,,,,,,
Hypertension,Chronic Liver Disease,Cancer Lung,suppressed,5166,,,,0.1,,,,,,,,,,,,
Hypertension,Chronic Liver Disease,Cancer Colorectal,suppressed,5145,,,,0.08,,,,,,,,,,,,
Hypertension,Chronic Liver Disease,Cancer Other,suppressed,4837,,,,0.3,,,,,,,,,,,,
Hypertension,Chronic Liver Disease,Anxiety,suppressed,5103,,,,0.29,,,,,,,,,,,,
Hypertension,Depression,Substance Use Disorder,suppressed,4839,,,,0.14,,,,,,,,,,,,
Hypertension,Depression,Osteoarthritis,suppressed,4116,,,,2.18,,,,,,,,,,,,
Hypertension,Depression,Rheumatoid Arthritis,suppressed,4733,,,,0.27,,,,,,,,,,,,
Hypertension,Depression,Osteoporosis,suppressed,4466,,,,0.78,,,,,,,,,,,,
Hypertension,Depression,Hypothyroidism,suppressed,4348,,,,0.39,,,,,,,,,,,,
Hypertension,Depression,Sleep Apnea,suppressed,4837,,,,0.11,,,,,,,,,,,,
Hypertension,Depression,Cancer Breast,suppressed,4582,,,,0.51,,,,,,,,,,,,
Hypertension,Depression,Cancer Lung,suppressed,4832,,,,0.24,,,,,,,,,,,,
Hypertension,Depression,Cancer Colorectal,suppressed,4812,,,,0.2,,,,,,,,,,,,
Hypertension,Depression,Cancer Other,suppressed,4529,,,,0.71,,,,,,,,,,,,
Hypertension,Depression,Anxiety,suppressed,4812,,,,0.72,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Osteoarthritis,suppressed,4456,,,,0.59,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Rheumatoid Arthritis,suppressed,5149,,,,0.07,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Osteoporosis,suppressed,4862,,,,0.25,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Hypothyroidism,suppressed,4707,,,,0.11,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Sleep Apnea,suppressed,5270,,,,0.03,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Cancer Breast,suppressed,4988,,,,0.13,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Cancer Lung,suppressed,5266,,,,0.11,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Cancer Colorectal,suppressed,5243,,,,0.06,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Cancer Other,suppressed,4927,,,,0.19,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Anxiety,suppressed,5201,,,,0.21,,,,,,,,,,,,
Hypertension,Osteoarthritis,Rheumatoid Arthritis,suppressed,4369,,,,1.33,,,,,,,,,,,,
Hypertension,Osteoarthritis,Osteoporosis,suppressed,4123,,,,3.74,,,,,,,,,,,,
Hypertension,Osteoarthritis,Hypothyroidism,suppressed,3991,,,,1.97,,,,,,,,,,,,
Hypertension,Osteoarthritis,Sleep Apnea,suppressed,4456,,,,0.56,,,,,,,,,,,,
Hypertension,Osteoarthritis,Cancer Breast,suppressed,4228,,,,2.77,,,,,,,,,,,,
Hypertension,Osteoarthritis,Cancer Lung,suppressed,4451,,,,1.09,,,,,,,,,,,,
Hypertension,Osteoarthritis,Cancer Colorectal,suppressed,4437,,,,1.07,,,,,,,,,,,,
Hypertension,Osteoarthritis,Cancer Other,suppressed,4172,,,,3.62,,,,,,,,,,,,
Hypertension,Osteoarthritis,Anxiety,suppressed,4403,,,,3.65,,,,,,,,,,,,
Hypertension,Rheumatoid Arthritis,Osteoporosis,suppressed,4760,,,,0.47,,,,,,,,,,,,
Hypertension,Rheumatoid Arthritis,Hypothyroidism,suppressed,4599,,,,0.24,,,,,,,,,,,,
Hypertension,Rheumatoid Arthritis,Sleep Apnea,suppressed,5149,,,,0.08,,,,,,,,,,,,
Hypertension,Rheumatoid Arthritis,Cancer Breast,suppressed,4877,,,,0.31,,,,,,,,,,,,
Hypertension,Rheumatoid Arthritis,Cancer Lung,suppressed,5144,,,,0.15,,,,,,,,,,,,
Hypertension,Rheumatoid Arthritis,Cancer Colorectal,suppressed,5123,,,,0.13,,,,,,,,,,,,
Hypertension,Rheumatoid Arthritis,Cancer Other,suppressed,4812,,,,0.44,,,,,,,,,,,,
Hypertension,Rheumatoid Arthritis,Anxiety,suppressed,5081,,,,0.44,,,,,,,,,,,,
Hypertension,Osteoporosis,Hypothyroidism,suppressed,4348,,,,0.69,,,,,,,,,,,,
Hypertension,Osteoporosis,Sleep Apnea,suppressed,4860,,,,0.17,,,,,,,,,,,,
Hypertension,Osteoporosis,Cancer Breast,suppressed,4602,,,,0.87,,,,,,,,,,,,
Hypertension,Osteoporosis,Cancer Lung,suppressed,4857,,,,0.46,,,,,,,,,,,,
Hypertension,Osteoporosis,Cancer Colorectal,suppressed,4837,,,,0.36,,,,,,,,,,,,
Hypertension,Osteoporosis,Cancer Other,suppressed,4551,,,,1.26,,,,,,,,,,,,
Hypertension,Osteoporosis,Anxiety,suppressed,4801,,,,1.31,,,,,,,,,,,,
Hypertension,Hypothyroidism,Sleep Apnea,suppressed,4706,,,,0.09,,,,,,,,,,,,
Hypertension,Hypothyroidism,Cancer Breast,suppressed,4445,,,,0.47,,,,,,,,,,,,
Hypertension,Hypothyroidism,Cancer Lung,suppressed,4700,,,,0.2,,,,,,,,,,,,
Hypertension,Hypothyroidism,Cancer Colorectal,suppressed,4683,,,,0.19,,,,,,,,,,,,
Hypertension,Hypothyroidism,Cancer Other,suppressed,4403,,,,0.65,,,,,,,,,,,,
Hypertension,Hypothyroidism,Anxiety,suppressed,4645,,,,0.64,,,,,,,,,,,,
Hypertension,Sleep Apnea,Cancer Breast,suppressed,4988,,,,0.13,,,,,,,,,,,,
Hypertension,Sleep Apnea,Cancer Lung,suppressed,5265,,,,0.06,,,,,,,,,,,,
Hypertension,Sleep Apnea,Cancer Colorectal,suppressed,5243,,,,0.05,,,,,,,,,,,,
Hypertension,Sleep Apnea,Cancer Other,suppressed,4927,,,,0.18,,,,,,,,,,,,
Hypertension,Sleep Apnea,Anxiety,suppressed,5200,,,,0.18,,,,,,,,,,,,
Hypertension,Cancer Breast,Cancer Lung,suppressed,4984,,,,0.26,,,,,,,,,,,,
