disease_j,disease_k,disease_l,evidence_tier,n_valid,n_joint_events,triplet_prevalence,O,E,OE_ratio,OE_ci_lo,OE_ci_hi,OE_ci_method,OE_excludes_1,auc_joint,auc_ci_lo,auc_ci_hi,auc_age_only,auc_gain_over_age,beats_age_baseline,brier_joint
Osteoporosis,Cancer Breast,Cancer Other,suppressed,10018,,,,0.76,,,,,,,,,,,,
Osteoporosis,Cancer Breast,Anxiety,suppressed,10585,,,,0.75,,,,,,,,,,,,
Osteoporosis,Cancer Lung,Cancer Colorectal,suppressed,11367,,,,0.1,,,,,,,,,,,,
Osteoporosis,Cancer Lung,Cancer Other,suppressed,10641,,,,0.36,,,,,,,,,,,,
Osteoporosis,Cancer Lung,Anxiety,suppressed,11262,,,,0.38,,,,,,,,,,,,
Osteoporosis,Cancer Colorectal,Cancer Other,suppressed,10588,,,,0.31,,,,,,,,,,,,
Osteoporosis,Cancer Colorectal,Anxiety,suppressed,11193,,,,0.31,,,,,,,,,,,,
Osteoporosis,Cancer Other,Anxiety,suppressed,10483,,,,1.09,,,,,,,,,,,,
Hypothyroidism,Sleep Apnea,Cancer Breast,suppressed,10240,,,,0.08,,,,,,,,,,,,
Hypothyroidism,Sleep Apnea,Cancer Lung,suppressed,10910,,,,0.03,,,,,,,,,,,,
Hypothyroidism,Sleep Apnea,Cancer Colorectal,suppressed,10849,,,,0.03,,,,,,,,,,,,
Hypothyroidism,Sleep Apnea,Cancer Other,suppressed,10161,,,,0.12,,,,,,,,,,,,
Hypothyroidism,Sleep Apnea,Anxiety,suppressed,10749,,,,0.11,,,,,,,,,,,,
Hypothyroidism,Cancer Breast,Cancer Lung,suppressed,10252,,,,0.12,,,,,,,,,,,,
Hypothyroidism,Cancer Breast,Cancer Colorectal,suppressed,10196,,,,0.13,,,,,,,,,,,,
Hypothyroidism,Cancer Breast,Cancer Other,suppressed,9571,,,,0.45,,,,,,,,,,,,
Hypothyroidism,Cancer Breast,Anxiety,suppressed,10096,,,,0.43,,,,,,,,,,,,
Hypothyroidism,Cancer Lung,Cancer Colorectal,suppressed,10860,,,,0.05,,,,,,,,,,,,
Hypothyroidism,Cancer Lung,Cancer Other,suppressed,10175,,,,0.18,,,,,,,,,,,,
Hypothyroidism,Cancer Lung,Anxiety,suppressed,10757,,,,0.18,,,,,,,,,,,,
Hypothyroidism,Cancer Colorectal,Cancer Other,suppressed,10127,,,,0.17,,,,,,,,,,,,
Hypothyroidism,Cancer Colorectal,Anxiety,suppressed,10697,,,,0.17,,,,,,,,,,,,
Hypothyroidism,Cancer Other,Anxiety,suppressed,10027,,,,0.59,,,,,,,,,,,,
Sleep Apnea,Cancer Breast,Cancer Lung,suppressed,11525,,,,0.04,,,,,,,,,,,,
Sleep Apnea,Cancer Breast,Cancer Colorectal,suppressed,11456,,,,0.04,,,,,,,,,,,,
Sleep Apnea,Cancer Breast,Cancer Other,suppressed,10735,,,,0.16,,,,,,,,,,,,
Sleep Apnea,Cancer Breast,Anxiety,suppressed,11345,,,,0.15,,,,,,,,,,,,
Sleep Apnea,Cancer Lung,Cancer Colorectal,suppressed,12202,,,,0.02,,,,,,,,,,,,
Sleep Apnea,Cancer Lung,Cancer Other,suppressed,11414,,,,0.06,,,,,,,,,,,,
Sleep Apnea,Cancer Lung,Anxiety,suppressed,12085,,,,0.07,,,,,,,,,,,,
Sleep Apnea,Cancer Colorectal,Cancer Other,suppressed,11357,,,,0.06,,,,,,,,,,,,
Sleep Apnea,Cancer Colorectal,Anxiety,suppressed,12012,,,,0.06,,,,,,,,,,,,
Sleep Apnea,Cancer Other,Anxiety,suppressed,11240,,,,0.23,,,,,,,,,,,,
Cancer Breast,Cancer Lung,Cancer Colorectal,suppressed,11471,,,,0.07,,,,,,,,,,,,
Cancer Breast,Cancer Lung,Cancer Other,suppressed,10753,,,,0.23,,,,,,,,,,,,
Cancer Breast,Cancer Lung,Anxiety,suppressed,11357,,,,0.23,,,,,,,,,,,,
Cancer Breast,Cancer Colorectal,Cancer Other,suppressed,10701,,,,0.24,,,,,,,,,,,,
Cancer Breast,Cancer Colorectal,Anxiety,suppressed,11289,,,,0.23,,,,,,,,,,,,
Cancer Breast,Cancer Other,Anxiety,suppressed,10586,,,,0.8,,,,,,,,,,,,
Cancer Lung,Cancer Colorectal,Cancer Other,suppressed,11375,,,,0.09,,,,,,,,,,,,
Cancer Lung,Cancer Colorectal,Anxiety,suppressed,12023,,,,0.09,,,,,,,,,,,,
Cancer Lung,Cancer Other,Anxiety,suppressed,11255,,,,0.33,,,,,,,,,,,,
Cancer Colorectal,Cancer Other,Anxiety,suppressed,11198,,,,0.31,,,,,,,,,,,,
